"nest_site","nest_area","site_name","intact_at_last_obs","year_last_monitored","year_last_intact","year_last_occupancy","year_first_monitored","comments","landscape","county","state","ifw_region","nest_evaluation_date","nest_tree_prominence","nest_comments","long_utm","lat_utm","long","lat"
"339C","339","Sears Island","No",2014,2003,2003,2003,"","coastal","Waldo","ME","B","","dominant","",510111,4921670,-68.872926339615,44.4482608620056
"339D","339","Squaws Head","Yes",2014,2014,2014,2003,"","coastal","Waldo","ME","B","","dominant","",511140,4921150,-68.860005226902,44.4435642981357
"340A","340","","No",2013,2003,2001,2001,"","coastal","Waldo","ME","B","","dominant","",508324.254215,4904728.20364,-68.8956530495884,44.295758234977
"340B","340","","No",2013,2002,2002,2002,"","coastal","Waldo","ME","B","","dominant","",508053.311751,4903423.80946,-68.8990695,44.2840177777338
"340C","340","","No",2013,2006,2005,2004,"","coastal","Waldo","ME","B","","dominant","",507595.823,4902803.765,-68.9048121179233,44.2784404070449
"340D","340","","No",2013,2006,2006,2006,"","coastal","Waldo","ME","B","","dominant","",508673.342855,4904987.45869,-68.8912728225866,44.2980882332675
"340E","340","","Yes",2013,2013,2013,2011,"","coastal","Waldo","ME","B","","dominant","",506251.587427,4903437.77469,-68.9216499493333,44.2841612267864
"341A","341","","No",2013,2008,2008,2001,"","interior","Kennebec","ME","B","","dominant","",417945,4928430,-70.0322463649086,44.5045253915158
"341B","341","","Yes",2013,2013,2009,2009,"","interior","Kennebec","ME","B","","dominant","",417344.007336,4926355.56021,-70.03947378184,44.4857842829812
"341C","341","","No",2013,2011,2010,2010,"","interior","Franklin","ME","B","","dominant","",416797.329421,4927886.05919,-70.0465939951542,44.4994978793605
"341D","341","","Yes",2013,2013,2013,2011,"","interior","Franklin","ME","B","","dominant","",416645.59637,4928206.17892,-70.0485539543586,44.5023618392493
"342A","342","","No",2013,2006,2006,2001,"","coastal","Washington","ME","C","","dominant","",613006.855234,4923139.2294,-67.5796401239229,44.4527264989285
"342B","342","","No",2013,2008,2009,2007,"","coastal","Washington","ME","C","","dominant","",612911.698399,4923111.9159,-67.5808417197729,44.4524955416161
"342C","342","","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",612887.8748,4923067.2632,-67.5811507931905,44.4520973856389
"343A","343","","No",2013,2010,2006,2001,"","interior","Piscataquis","ME","G","","dominant","",508060.229899,5151083.74092,-68.8949303528249,46.5132744825609
"343B","343","","Yes",2013,2013,2013,2008,"","interior","Piscataquis","ME","G","","supercanopy","",508268.479288,5151362.06609,-68.8922107570645,46.5157767483405
"344A","344","","No",2013,2005,2005,2001,"","interior","Aroostook","ME","G","","dominant","",574499,5103481,-68.0364764395875,46.0808429534241
"344B","344","","Yes",2013,2013,2013,2006,"","interior","Aroostook","ME","G","","dominant","",572794,5104203,-68.058414252882,46.0875239762823
"345A","345","","No",2013,2007,2007,2001,"","coastal","Sagadahoc","ME","A","","dominant","",434170,4858280,-69.8193641484232,43.8746779626912
"345B","345","","No",2013,2011,2008,2008,"","coastal","Sagadahoc","ME","A","","dominant","",434163.07,4858121.301,-69.8194308164701,43.8732486109989
"345C","345","","Yes",2013,2013,2013,2009,"","coastal","Sagadahoc","ME","A","","dominant","",434192.867,4858229.893,-69.8190733801667,43.8742289002915
"346A","346","","No",2013,2009,2009,2001,"","coastal","Hancock","ME","C","","dominant","",551418.131875,4919460.76025,-68.3540227799141,44.4266154811416
"346B","346","","Yes",2014,2014,2013,2010,"","coastal","Hancock","ME","C","","dominant","",551498.779556,4919475.81344,-68.3530081548449,44.426745259413
"347A","347","","No",2013,2007,2003,2001,"","interior","Kennebec","ME","B","","dominant","",429088.487527,4889376.23903,-69.8867669722267,44.154148166623
"347B","347","","No",2013,2006,NA,2003,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Sagadahoc","ME","B","","dominant","",429595.711416,4888564.65713,-69.8803161388911,44.146891194397
"348A","348","","No",2013,2009,2007,2001,"","interior","Aroostook","ME","G","","supercanopy","",515729.484847,5168061.44121,-68.7943808085625,46.6659273080524
"348B","348","","Yes",2013,2013,2010,2008,"","interior","Aroostook","ME","G","","supercanopy","",515481.399981,5167932.64959,-68.7976281314575,46.6647740636227
"348C","348","","Yes",2013,2013,2013,2013,"","interior","Aroostook","ME","G","","supercanopy","",514359.7177,5167251.8474,-68.8123118099117,46.6586723479147
"349A","349","","Yes",2014,2014,2004,2001,"","interior","Piscataquis","ME","G","","dominant","",469809.073072,5130826.17952,-69.3922417924681,46.3303384820166
"349B","349","Farm Island","Yes",2014,2013,2009,2005,"","interior","Piscataquis","ME","G","","supercanopy","",470841.502,5133111.211,-69.3789707927264,46.3509480952747
"350A","350","","Yes",2013,2013,2013,2002,"","interior","Penobscot","ME","F","","dominant","",568921,5044900,-68.1169829042165,45.5542255396082
"351A","351","Days Ferry shoreline","Yes",2014,2014,2011,2002,"","coastal","Sagadahoc","ME","B","","supercanopy","",435312.804748,4866115.55151,-69.8060929976693,43.945320652007
"351B","351","Days Ferry shoreline","Yes",2014,2014,2014,2012,"","coastal","Sagadahoc","ME","B","","dominant","",435550.146254,4865505.12091,-69.8030616944431,43.939845944426
"352A","352","Little Spruce Island","No",2013,2008,2004,2002,"","coastal","Washington","ME","C","","dominant","",617357.000003,4935156.31385,-67.5222513333389,44.5601839166696
"352B","352","Bar Island","No",2013,2012,2007,2005,"","coastal","Washington","ME","C","","dominant","",617520.928637,4935381.48724,-67.520136464229,44.5621836674181
"352C","352","Little Spruce Island","Yes",2013,2013,2013,2009,"","coastal","Washington","ME","C","","dominant","",617235.966,4935200.011,-67.5237649321705,44.5605968812856
"353A","353","Pierce Island","No",2013,2006,2004,2002,"","interior","Washington","ME","C","","dominant","",628289,4991270,-67.3704885791652,45.0632654850288
"353B","353","Long Point","No",2013,2007,2007,2005,"","interior","Washington","ME","C","","dominant","",628012.933,4990369.953,-67.3742233199146,45.0552166504518
"353C","353","Long Point","No",2013,2008,2006,2007,"","interior","Washington","ME","C","","dominant","",627692.444,4991003.395,-67.3781307595114,45.0609743637104
"353D","353","Eaton Point","Yes",2013,2013,2013,2008,"","interior","Washington","ME","C","","supercanopy","",628817.109,4993152.647,-67.3632997759844,45.0801099060375
"354A","354","","Yes",2013,2013,2013,2002,"","interior","Penobscot","ME","F","","supercanopy","",505134.105214,4984464.83513,-68.934843593596,45.0136142310874
"355A","355","Green Point vicinity","No",2013,2005,2003,2002,"","interior","Piscataquis","ME","E","","dominant","",474812,5016030,-69.3212484264781,45.2973205739293
"355B","355","","No",2013,2012,2009,2005,"","interior","Piscataquis","ME","E","","supercanopy","",473943.608,5015453.731,-69.3322934418945,45.2921017106583
"355C","355","","Yes",2013,2013,2013,2013,"","interior","Piscataquis","ME","E","","dominant","",473708.9328,5014474.6313,-69.3352342525985,45.283279777384
"356A","356","","No",2013,2002,2006,2002,"","interior","Androscoggin","ME","D","","dominant","",406608.2943,4922363.93623,-70.1737381874922,44.4485477702761
"357A","357","Freese Island","No",2013,2012,2013,2002,"","interior","Penobscot","ME","F","","dominant","",527939,4984720,-68.6454181065664,45.0153793425935
"358A","358","","No",2013,2007,2005,2002,"","interior","Piscataquis","ME","E","","dominant","Nest tree leader was alive when first used.  Nest tree condition deteriorated notably during the years of eagle nesting activity.",476787,5081060,-69.2991530056363,45.8827153212715
"359A","359","Matthews Island","No",2013,2005,2004,2002,"","coastal","Washington","ME","C","","dominant","",655756,4975670,-67.0266193132487,44.9174094637192
"359B","359","","No",2013,2007,2007,2005,"","coastal","Washington","ME","C","","","",655610.543,4976199.196,-67.0282982276293,44.9222023122202
"359C","359","Matthews Island","No",2013,2010,2010,2008,"","coastal","Washington","ME","C","","dominant","",655726.366,4975677.805,-67.0269921403593,44.9174861686791
"359D","359","Matthews Island","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",655769.9641,4975612.848,-67.0264601046153,44.9168922272036
"360A","360","Crimmins Island","Yes",2013,2013,2013,2002,"","interior","Hancock","ME","C","","dominant","",561407,4948180,-68.2251174665819,44.6843620044042
"360B","360","Crimmins Island","No",2013,2012,2012,2004,"","interior","Hancock","ME","C","","dominant","",561385.729,4948156.784,-68.2253886416078,44.6841548439495
"361A","361","Curtis Island","No",2013,2007,2009,2002,"","coastal","Knox","ME","B","","supercanopy","",495942,4894380,-69.0507880097874,44.2026285321774
"362A","362","Meadow Pond Road upland","No",2013,2004,2004,2002,"","coastal","Waldo","ME","B","","dominant","",508941,4912350,-68.8877912254682,44.3643697171514
"362B","362","Meadow Pond Road upland","No",2013,2008,2007,2003,"","coastal","Waldo","ME","B","","dominant","",508571.063,4911974,-68.8924400882132,44.3609890855524
"362C","362","Meadow Pond Road upland","Yes",2013,2013,2013,2008,"","coastal","Waldo","ME","B","","dominant","",509118.8,4912183.312,-68.8855627767079,44.3628668252622
"363A","363","","Yes",2013,2013,2013,2002,"","interior","Piscataquis","ME","G","","supercanopy","",506913.758312,5125981.98849,-68.9102464356831,46.2873789847514
"364A","364","","No",2013,2007,2005,2002,"","interior","Aroostook","ME","G","","dominant","",437459,5179270,-69.8190340867783,46.7640494795281
"364B","364","","No",2013,2009,2009,2008,"","interior","Aroostook","ME","G","","dominant","",437505.975,5179785.406,-69.8184892159288,46.7686916134203
"364C","364","","Yes",2013,2013,2013,2013,"","interior","Aroostook","ME","G","","dominant","",435729.1964,5180773.6393,-69.8418958662591,46.7774151035022
"365A","365","","Yes",2013,2013,2012,2002,"","interior","Oxford","ME","D","","supercanopy","",348073.365672,4958322.25008,-70.9196997527056,44.7621578070449
"365B","365","","Yes",2013,2013,2013,2008,"","interior","Oxford","ME","D","","dominant","",347940.071155,4959594.7018,-70.9217627906769,44.7735780217987
"366A","366","","No",2013,2005,2006,2002,"","coastal","Washington","ME","C","","dominant","",648376.435661,4958539.82291,-67.1250718969061,44.7648605121128
"366B","366","","No",2013,2009,2009,2008,"","coastal","Washington","ME","C","","dominant","",648877.3548,4958641.29058,-67.1187158951829,44.7656693894908
"366C","366","The Pool shoreline","Yes",2013,2013,2013,2012,"","coastal","Washington","ME","C","","dominant","",651673.940339,4957415.20229,-67.0837612777793,44.7540504722127
"367A","367","","Yes",2013,2013,2013,2002,"","interior","Aroostook","ME","G","","dominant","",515544.82352,5162343.22195,-68.796987290565,46.6144717891253
"368A","368","","Yes",2014,2014,2014,2002,"","interior","Piscataquis","ME","G","","supercanopy","",473207,5120800,-69.3475255955332,46.2402485119851
"369A","369","Scotts Neck","Yes",2014,2014,2014,2002,"","interior","Hancock","ME","C","","dominant","",542237.786782,4942894.91739,-68.4674328341848,44.6381703307755
"370A","370","Sand Cove shoreline","No",2013,2008,2008,2002,"","coastal","Hancock","ME","C","","dominant","",541588,4888640,-68.4799691587467,44.1497777087927
"370B","370","Irish Point","No",2013,2010,2010,2009,"","coastal","Hancock","ME","C","","dominant","",541142.109132,4887968.39259,-68.4855970231731,44.143756527919
"370C","370","Irish Point vicinity","No",2013,2011,2011,2011,"","coastal","Hancock","ME","C","","dominant","",540421.999539,4888464.41389,-68.4945621547796,44.1482623559898
"370D","370","Irish Point vicinity","Yes",2013,2013,2013,2013,"","coastal","Hancock","ME","C","","dominant","",540918.0214,4888571.8688,-68.4883517697191,44.1492021557711
"371A","371","Western Island","Yes",2014,2014,2014,2002,"","coastal","Hancock","ME","C","","dominant","",514081,4904350,-68.8235010341743,44.2922645558717
"372A","372","","Yes",2013,2013,2013,2002,"","interior","Aroostook","ME","G","","supercanopy","",587689.446615,5098083.24093,-67.8669047121877,46.0307060154962
"372B","372","","Yes",2013,2013,2010,2010,"","interior","Aroostook","ME","G","","dominant","",587635.190015,5098665.55021,-67.8674986221024,46.0359528914949
"373A","373","Bowline Head","No",2013,2006,2006,2002,"","coastal","Washington","ME","C","","dominant","",597263.366472,4929970.287,-67.776183327532,44.5164998459194
"373B","373","Bowline Head","No",2013,2011,2011,2007,"","coastal","Washington","ME","C","","dominant","",597228.4176,4929963.90362,-67.7766241743314,44.5164471020483
"373C","373","Narrows Island","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",596630.7338,4930123.391,-67.7841129796044,44.5179628911317
"374A","374","Current Island","No",2013,2005,2004,2002,"","coastal","Hancock","ME","C","","dominant","",527968,4894680,-68.6499529108313,44.2048044783794
"374B","374","Current Island","Yes",2013,2013,2013,2005,"","coastal","Hancock","ME","C","","dominant","",527992.127,4894621.928,-68.6496540419066,44.2042807294641
"375A","375","Barred Island","No",2013,2003,2003,2002,"","coastal","Hancock","ME","C","","dominant","",522500,4890450,-68.7185706512512,44.1669105389443
"375B","375","Barred Island","No",2013,2005,2005,2004,"","coastal","Hancock","ME","C","","dominant","",522455.421,4890405.016,-68.7191301592151,44.1665069140132
"375C","375","Second Island","Yes",2013,2013,2013,2007,"","coastal","Hancock","ME","C","","dominant","",523195.16919,4888520.37164,-68.7099607182846,44.149516066636
"376A","376","Horse Island","Yes",2013,2013,2013,2002,"","interior","Cumberland","ME","A","","dominant","",386158,4858800,-70.4169220068191,43.8735123966718
"377A","377","","Yes",2013,2013,2013,2002,"","interior","Somerset","ME","D","","dominant","",421975.27633,5008616.61774,-69.9938970182222,45.2267160115541
"378A","378","Love Lake outlet vicinity","Yes",2013,2013,2007,2002,"","interior","Washington","ME","C","","dominant","",616444,4982460,-67.5229302163568,44.9860326848178
"378B","378","Love Lake outlet vicinity","Yes",2013,2013,2013,2013,"","interior","Washington","ME","C","","dominant","",616057.8124,4982004.2473,-67.5279322976144,44.9819946218477
"379A","379","","No",2013,2006,2005,2002,"","coastal","Cumberland","ME","A","","dominant","",430193.215803,4863067.36619,-69.8694833316904,43.9174112877877
"379B","379","","No",2013,2006,2006,2006,"","coastal","Cumberland","ME","A","","dominant","",430394.184478,4863369.99768,-69.8670199999993,43.9201547777527
"379C","379","","Yes",2013,2013,2009,2008,"Nest was used only by ospreys during the period 2009 - 2013.","coastal","Sagadahoc","ME","A","","dominant","",430558.663366,4863057.73628,-69.864930731961,43.9173591355912
"379D","379","","Yes",2014,2014,2014,2012,"","coastal","Cumberland","ME","A","","dominant","",430070.447989,4862212.11013,-69.8709000000011,43.9097001110728
"380A","380","","No",2013,2005,2004,2002,"","interior","Somerset","ME","D","","dominant","",432938.714178,4983101.37018,-69.8508395306578,44.9981895287498
"380B","380","","Yes",2014,2014,2014,2007,"","interior","Somerset","ME","D","","dominant","",430816.054678,4981665.72817,-69.87757040604,44.9850636790196
"381A","381","Dram Island","Yes",2013,2013,2009,2003,"","coastal","Washington","ME","C","","dominant","",646299,4971740,-67.1475081045618,44.8840569968945
"381B","381","Little Dram Island","Yes",2013,2013,2013,2011,"","coastal","Washington","ME","C","","dominant","",645912.978004,4972024.74989,-67.1523114733611,44.8866981787805
"382A","382","","Yes",2014,2014,2014,2003,"","interior","Penobscot","ME","B","","supercanopy","",486337,4955890,-69.1726243823103,44.7562685724749
"382B","382","","Yes",2013,2013,NA,2013,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Penobscot","ME","B","","dominant","",484113.1583,4955989.7055,-69.2007243287237,44.7571202224324
